workload,option,influence,kpi
vmlinux,FPAQ,-0.09673843959346962,ratio
vmlinux,RLT,-0.07810676048725528,ratio
vmlinux,BWT,0.05631427576312096,ratio
vmlinux,TPAQX,-0.10965268789897203,ratio
vmlinux,CM,-0.08229218969932343,ratio
vmlinux,ZRLT,-0.05630991818272203,ratio
vmlinux,Range,-0.04297484774754227,ratio
vmlinux,ROLZ,-0.057988771571706746,ratio
vmlinux,ANS1,1.273073003816866,ratio
vmlinux,Huffman,-0.14215053524760307,ratio
vmlinux,jobs,0.03748126521611001,ratio
vmlinux,blocksize,-0.4183543919915189,ratio
ambivert,LZP,-0.019124152996537493,max-resident-size
ambivert,ROLZX,0.05210170023487959,max-resident-size
ambivert,RANK,-0.06541237573136888,max-resident-size
ambivert,TEXT,0.04211890365057136,max-resident-size
ambivert,skip,0.04925018983391201,max-resident-size
ambivert,TPAQ,0.1411537928188085,max-resident-size
ambivert,BWTS,0.09842753387492115,max-resident-size
ambivert,LZ,0.052755375852217304,max-resident-size
ambivert,MTFT,-0.0435385916043814,max-resident-size
ambivert,SRT,-0.05073768125807365,max-resident-size
ambivert,X86,0.05247234096154905,max-resident-size
ambivert,checksum,0.00896663821396616,max-resident-size
ambivert,FPAQ,-0.26241280717161497,max-resident-size
ambivert,RLT,-0.0810648992407133,max-resident-size
ambivert,BWT,0.0010984707555826314,max-resident-size
ambivert,TPAQX,0.670181575630502,max-resident-size
ambivert,CM,-0.16425031838309564,max-resident-size
ambivert,ZRLT,-0.029071763045238695,max-resident-size
ambivert,Range,-0.23705668602116822,max-resident-size
ambivert,ROLZ,-0.009591767893321636,max-resident-size
ambivert,ANS1,-0.0016891031038627864,max-resident-size
ambivert,Huffman,-0.48278822930229287,max-resident-size
ambivert,jobs,0.4901827368001187,max-resident-size
ambivert,blocksize,1.5898235544374948,max-resident-size
artificl,LZP,-0.013649193002319385,max-resident-size
artificl,ROLZX,0.1743604840140713,max-resident-size
artificl,RANK,-0.04287321816903722,max-resident-size
artificl,TEXT,0.03703541783955314,max-resident-size
artificl,skip,0.01088344514843764,max-resident-size
artificl,TPAQ,0.3436784991655372,max-resident-size
artificl,BWTS,-0.022707658532089742,max-resident-size
artificl,LZ,0.014063191988104568,max-resident-size
